visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_yoast,heavy_plugin_revslider,heavy_plugin_gravityforms,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
36385,217910,56.8,06:00,23:15,41.43,62.36,51.0,68.81,74.9,88.54,378.72,753.55,114.97,31,"woocommerce,elementor",1,1,0,0,0,0,8.1,non,oui,small,47.6689
2052,8627,71.42,07:15,21:45,21.25,49.82,27.44,42.32,39.1,59.2,261.77,73.97,22.22,13,revslider,0,0,0,0,1,0,8.2,oui,non,small,26.1475
108764,283462,18.84,11:30,23:00,47.81,70.95,69.35,81.09,96.0,100.0,410.38,1083.89,336.68,70,"elementor,revslider",0,1,0,0,1,0,8.3,oui,non,small,57.9269
73507,419135,63.26,07:15,18:00,41.01,63.49,63.06,90.31,62.19,73.87,325.53,1532.73,266.33,73,,0,0,0,0,0,0,8.3,oui,non,medium,54.9905
117892,325632,69.66,11:30,19:30,41.72,70.62,46.87,64.4,35.22,54.17,332.56,1195.77,287.14,22,elementor,0,1,0,0,0,0,8.3,oui,non,medium,55.4862
84807,468703,35.33,10:30,18:30,54.7,72.88,65.32,76.89,69.46,83.57,408.31,1668.61,258.56,41,"woocommerce,yoast",1,0,0,1,0,0,8.2,non,oui,medium,59.567
143146,822237,35.75,06:45,15:15,52.22,74.36,71.82,98.65,43.93,65.34,444.09,2962.54,396.95,65,,0,0,0,0,0,0,8.3,oui,oui,medium,62.5766
117579,671281,54.47,08:00,20:45,41.1,57.48,53.89,81.21,47.22,63.56,257.8,2418.46,303.58,40,yoast,0,0,0,1,0,0,8.3,oui,oui,small,56.8534
22180,111399,65.75,12:15,20:00,41.8,54.0,46.76,61.03,15.91,32.58,185.44,395.97,81.9,11,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,non,small,37.5617
17535,110183,80.01,09:30,23:00,30.91,44.76,37.09,60.97,51.31,70.9,227.46,406.0,89.15,13,woocommerce,1,0,0,0,0,0,8.2,oui,oui,small,35.4811
133396,792619,64.88,07:45,20:15,93.16,100.0,97.0,100.0,78.48,98.69,832.94,2846.23,417.07,76,"revslider,gravityforms",0,0,0,0,1,1,7.4,non,oui,medium,84.8891
40403,248411,0.58,08:45,19:30,48.18,56.93,63.72,85.87,64.99,72.48,284.94,915.44,158.88,45,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,non,small,41.8598
114777,398659,17.4,12:15,22:45,52.49,83.75,59.12,69.67,35.17,44.97,348.11,1448.0,247.33,23,"elementor,yoast",0,1,0,1,0,0,8.1,oui,non,small,55.9792
94305,234372,65.37,11:30,15:00,39.43,48.99,50.85,74.49,68.49,75.45,293.68,887.23,227.32,35,"woocommerce,gravityforms",1,0,0,0,0,1,8.2,oui,oui,small,51.6506
105300,683020,0.07,12:15,18:00,62.95,80.96,61.21,69.89,34.17,51.31,524.57,2462.65,230.08,6,wpml,0,0,1,0,0,0,8.0,non,non,medium,54.6196
40054,77694,0.1,09:45,22:30,31.73,57.49,34.71,46.47,67.45,74.6,216.53,316.74,111.15,5,"woocommerce,yoast",1,0,0,1,0,0,8.1,non,oui,medium,33.6751
46992,201514,50.01,12:00,20:00,24.73,47.74,27.51,49.34,67.68,82.43,312.33,740.74,83.15,5,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,non,small,33.6655
83249,404939,23.46,07:15,21:00,38.22,51.21,51.02,71.11,61.23,77.51,146.35,1486.95,264.13,40,yoast,0,0,0,1,0,0,8.3,oui,oui,performance,50.1132
3377,10436,77.02,08:30,22:00,24.32,32.84,37.9,64.3,45.95,68.9,126.11,57.18,108.13,36,,0,0,0,0,0,0,8.3,oui,oui,medium,32.0792
46781,125409,17.65,09:45,18:15,32.05,52.3,56.09,78.29,48.78,57.46,217.35,451.64,215.82,72,wpml,0,0,1,0,0,0,8.1,oui,oui,medium,47.6465
76157,151208,19.18,11:00,23:00,38.32,58.82,62.89,80.6,24.5,39.89,301.16,562.45,274.17,79,elementor,0,1,0,0,0,0,8.1,oui,oui,performance,53.8491
30709,43464,4.78,06:15,16:30,34.02,44.25,36.98,53.84,33.46,53.29,248.19,195.57,80.53,2,elementor,0,1,0,0,0,0,8.3,non,oui,medium,29.2943
42901,273665,27.13,09:15,21:15,50.85,72.21,72.37,81.4,49.74,62.0,378.18,979.31,233.28,72,wpml,0,0,1,0,0,0,8.2,non,non,small,52.1105
147532,519653,72.52,06:30,15:30,42.83,53.8,46.83,65.15,17.26,26.61,366.23,1888.09,340.0,15,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,small,55.8412
43508,119105,17.16,09:45,21:45,33.47,50.33,51.2,75.53,58.69,63.85,420.52,476.24,159.73,53,"elementor,wpml,yoast,gravityforms",0,1,1,1,0,1,7.4,oui,oui,small,43.024
135368,295123,67.77,06:45,22:30,47.05,59.13,51.92,75.21,64.59,76.53,456.18,1065.53,307.05,20,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,medium,62.6237
139075,337808,48.9,11:15,15:00,80.26,100.0,75.5,95.7,55.19,63.48,659.38,1216.5,279.8,5,elementor,0,1,0,0,0,0,8.1,non,non,medium,69.1656
101100,403100,27.63,12:15,20:00,38.23,46.36,46.34,73.02,44.07,66.01,291.08,1461.83,244.94,23,,0,0,0,0,0,0,8.3,oui,oui,medium,49.8801
22987,57387,54.17,12:30,20:30,36.46,44.97,40.97,53.72,55.9,79.27,356.45,235.26,50.61,10,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.0,oui,oui,medium,39.3301
30892,81591,18.9,12:15,21:30,28.28,44.87,38.5,66.03,59.34,69.5,238.71,320.85,90.53,26,"elementor,yoast",0,1,0,1,0,0,8.1,oui,oui,medium,39.5513
140139,901337,45.5,10:00,17:45,71.19,83.25,83.76,100.0,66.27,79.15,697.15,3228.91,358.28,54,woocommerce,1,0,0,0,0,0,8.3,oui,non,performance,77.6761
272,1180,3.89,09:15,20:00,32.19,56.52,41.91,68.94,69.15,83.62,334.22,37.61,63.7,26,"woocommerce,yoast,revslider",1,0,0,1,1,0,8.2,non,non,medium,35.6145
75596,131730,50.24,08:30,16:45,38.42,55.99,58.34,78.63,55.08,73.13,292.62,492.7,259.49,60,elementor,0,1,0,0,0,0,8.2,oui,oui,small,48.1579
89462,464940,56.33,09:15,17:15,17.93,29.12,26.54,49.97,54.62,62.72,356.88,1679.45,238.8,27,"wpml,yoast,revslider",0,0,1,1,1,0,8.1,oui,oui,small,38.9338
125750,203350,4.88,09:30,20:00,42.62,71.65,52.12,64.11,82.22,96.7,514.26,731.87,320.16,33,"woocommerce,elementor,yoast,revslider",1,1,0,1,1,0,8.0,oui,oui,medium,55.9874
134266,387849,36.03,09:30,21:30,53.85,66.47,58.65,71.92,34.19,46.99,400.95,1388.85,301.03,21,,0,0,0,0,0,0,8.1,oui,non,medium,56.5939
42574,127641,25.26,09:45,16:15,32.15,55.23,38.84,54.96,54.84,68.28,445.2,461.63,103.55,22,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.1,oui,non,performance,40.8343
75406,367581,63.02,12:15,15:45,73.03,100.0,83.5,100.0,7.12,11.93,607.35,1329.56,231.61,46,"woocommerce,elementor,wpml",1,1,1,0,0,0,8.2,non,non,small,66.2865
95107,152170,1.71,08:45,20:30,53.61,81.23,73.44,85.85,79.56,97.39,449.01,497.82,287.11,66,"woocommerce,wpml",1,0,1,0,0,0,8.1,oui,non,medium,60.568
144779,617681,51.99,10:45,21:15,45.01,76.05,65.86,86.15,74.38,87.67,296.41,2230.05,428.38,67,,0,0,0,0,0,0,8.3,oui,oui,small,64.3228
83510,333950,66.17,07:30,20:30,61.88,81.37,73.99,96.87,37.4,59.81,507.91,1210.34,233.06,50,yoast,0,0,0,1,0,0,8.2,non,non,small,58.229
18315,54559,30.29,10:15,18:15,28.48,58.5,42.65,52.2,57.39,65.57,210.1,221.93,116.93,37,"woocommerce,yoast",1,0,0,1,0,0,8.3,oui,oui,small,33.9922
138629,520102,81.93,12:00,18:15,63.09,71.4,63.72,74.45,43.83,62.76,523.03,1909.56,316.76,12,"woocommerce,yoast",1,0,0,1,0,0,8.1,oui,oui,performance,69.3104
76891,282153,70.95,08:15,22:15,35.04,50.13,39.46,57.47,27.71,44.46,328.6,1042.77,209.94,16,,0,0,0,0,0,0,8.0,oui,oui,performance,51.137
26935,171412,62.51,06:45,17:30,39.62,68.39,60.09,80.86,56.9,62.53,324.66,621.64,147.31,62,"elementor,wpml,gravityforms",0,1,1,0,0,1,8.0,oui,oui,small,49.6941
28582,135962,52.32,07:15,15:30,38.68,59.35,41.53,55.73,41.74,50.64,268.07,495.82,83.29,8,"elementor,wpml",0,1,1,0,0,0,8.2,non,oui,medium,42.5562
30725,85048,37.1,06:45,18:30,19.27,39.65,24.3,49.75,30.64,53.19,200.27,337.85,121.29,10,"woocommerce,wpml",1,0,1,0,0,0,8.1,oui,oui,medium,30.2892
108202,586345,51.24,07:00,17:15,45.69,55.94,55.43,72.06,73.12,82.54,439.13,2122.89,299.78,38,"wpml,yoast",0,0,1,1,0,0,8.3,non,oui,small,56.5601
142348,510195,32.53,06:45,22:30,43.22,64.89,50.78,67.58,53.82,59.31,394.22,1828.79,345.58,25,"woocommerce,wpml,yoast,gravityforms",1,0,1,1,0,1,8.3,oui,oui,small,56.4781
66232,113283,39.94,12:30,17:30,43.09,62.37,65.46,73.58,66.83,79.96,348.77,439.74,259.87,71,"woocommerce,yoast",1,0,0,1,0,0,8.0,oui,oui,medium,55.5453
14739,28700,76.48,09:15,18:30,50.02,67.22,74.14,90.25,84.38,100.0,385.61,117.46,175.55,76,yoast,0,0,0,1,0,0,8.3,non,oui,small,52.2794
133281,560191,33.51,10:45,22:00,48.55,70.37,53.57,71.02,49.76,60.0,403.82,2037.11,308.43,22,,0,0,0,0,0,0,8.1,oui,non,medium,51.6422
95221,196766,54.09,06:15,16:15,57.08,84.07,63.37,89.97,60.33,81.36,570.84,698.68,209.59,29,"elementor,wpml,revslider",0,1,1,0,1,0,7.4,oui,non,medium,64.5171
85635,480907,58.25,09:45,15:30,55.9,84.43,56.79,72.55,48.84,53.71,469.22,1749.49,214.38,9,"woocommerce,revslider",1,0,0,0,1,0,8.3,oui,non,performance,59.2768
9131,18796,8.55,06:00,18:30,29.46,37.49,43.53,65.7,48.55,66.51,310.53,46.52,93.16,37,"woocommerce,revslider,gravityforms",1,0,0,0,1,1,8.1,oui,oui,medium,35.4669
145592,460617,0.69,07:45,18:45,88.37,100.0,96.87,100.0,68.73,91.32,760.59,1658.34,364.32,55,yoast,0,0,0,1,0,0,8.1,non,non,performance,78.8277
11594,48094,33.95,11:00,18:30,42.65,56.72,64.6,85.01,56.71,61.94,428.3,176.16,161.16,75,gravityforms,0,0,0,0,0,1,7.4,non,non,medium,45.7852
91581,593926,74.54,07:30,22:30,55.78,73.01,71.65,84.44,33.74,56.99,444.32,2147.32,274.44,55,"elementor,revslider",0,1,0,0,1,0,8.2,oui,non,small,60.5259
89593,129876,71.83,10:00,23:30,65.19,82.14,72.38,93.1,42.0,51.45,515.93,506.66,256.29,37,elementor,0,1,0,0,0,0,8.3,non,non,medium,65.7993
77102,351043,61.22,07:15,22:15,51.28,66.01,74.27,87.5,44.4,68.08,344.4,1263.38,282.34,75,yoast,0,0,0,1,0,0,8.2,oui,non,small,56.3894
82728,317494,38.65,12:45,19:45,35.86,58.17,60.26,72.64,33.81,47.95,314.79,1146.85,288.48,75,"elementor,gravityforms",0,1,0,0,0,1,8.3,oui,oui,small,48.2156
59712,214785,55.21,06:45,17:30,53.31,65.7,68.2,89.01,24.22,35.8,513.39,775.75,207.22,53,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,non,performance,55.4701
85975,211641,76.38,08:00,21:00,54.62,77.79,57.17,70.08,20.25,42.0,477.19,799.63,197.96,15,woocommerce,1,0,0,0,0,0,8.2,oui,non,performance,58.658
54608,67836,73.4,11:15,19:45,40.64,57.34,44.98,70.7,79.13,94.03,327.47,261.94,140.41,12,yoast,0,0,0,1,0,0,8.3,oui,oui,performance,49.4102
71074,389569,0.9,10:15,23:30,58.42,67.21,70.89,80.41,22.74,35.44,506.29,1431.13,246.37,48,"woocommerce,yoast",1,0,0,1,0,0,7.4,non,non,small,53.722
101734,528408,57.74,06:15,15:00,68.91,87.44,78.48,100.0,36.36,40.94,686.71,1920.21,288.74,47,"yoast,revslider",0,0,0,1,1,0,7.4,oui,non,performance,70.3592
111367,199338,41.68,08:30,15:30,49.87,71.09,65.9,87.7,74.78,82.77,424.32,712.1,327.53,56,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,non,small,58.6738
23044,94417,6.26,10:45,16:45,23.26,31.92,33.29,59.9,37.64,61.29,254.11,317.59,108.96,27,"woocommerce,elementor,wpml,revslider",1,1,1,0,1,0,8.3,oui,non,medium,33.5603
148829,443742,20.57,10:15,20:00,69.09,94.59,78.78,100.0,38.05,43.68,623.17,1550.84,385.32,49,woocommerce,1,0,0,0,0,0,8.2,non,oui,performance,75.4512
14549,25779,0.16,09:45,17:30,36.27,56.64,57.01,72.37,61.19,81.73,218.55,112.79,114.68,59,"woocommerce,yoast",1,0,0,1,0,0,8.2,oui,oui,performance,40.9447
41403,150505,80.88,11:30,19:15,33.51,50.81,35.91,49.25,53.31,71.36,292.63,555.61,92.75,6,woocommerce,1,0,0,0,0,0,8.0,oui,non,small,35.4711
52056,63687,60.57,11:00,20:15,48.45,78.65,59.27,86.28,23.77,39.57,342.91,262.41,176.24,33,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,oui,medium,51.9553
48550,179118,56.48,06:00,21:30,51.71,82.61,57.37,80.46,51.12,63.4,351.08,623.9,140.61,18,"elementor,wpml,yoast,revslider",0,1,1,1,1,0,8.1,oui,non,small,51.8809
52813,103122,38.85,07:15,19:15,50.84,60.16,56.31,79.48,36.08,50.32,518.24,392.69,140.04,25,,0,0,0,0,0,0,8.1,non,non,performance,51.9159
48491,148902,59.09,06:15,21:00,38.04,68.94,40.85,63.2,57.05,78.32,339.17,548.91,146.32,9,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.2,oui,non,medium,44.3199
65431,209065,22.73,12:30,18:45,43.83,73.98,65.65,85.06,73.27,96.59,193.32,785.49,238.78,65,"elementor,yoast",0,1,0,1,0,0,8.2,oui,oui,small,50.0935
114502,181392,15.0,12:00,16:45,44.46,68.71,49.92,58.14,47.34,65.34,335.55,669.69,268.55,14,,0,0,0,0,0,0,8.0,oui,oui,small,49.2082
124129,555454,74.02,12:45,20:00,93.81,100.0,97.0,100.0,35.05,43.56,857.8,2007.75,382.89,61,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,non,oui,performance,84.501
52235,204219,65.14,12:45,21:45,47.26,59.21,59.5,71.71,66.93,79.14,352.57,738.45,175.81,38,elementor,0,1,0,0,0,0,8.1,oui,non,small,47.9185
38801,182299,77.73,11:15,21:45,47.04,74.17,59.75,82.38,65.3,71.62,334.72,673.19,183.09,40,yoast,0,0,0,1,0,0,8.0,oui,non,small,49.5377
101527,565315,43.37,11:30,20:00,64.72,93.75,63.44,73.47,49.47,72.63,546.34,2049.54,202.62,8,woocommerce,1,0,0,0,0,0,8.3,non,non,medium,61.1188
8982,26201,49.92,10:30,21:00,44.87,62.13,68.23,85.41,33.64,39.29,345.12,154.28,129.52,74,"elementor,gravityforms",0,1,0,0,0,1,8.0,non,oui,small,44.3476
66911,259772,14.71,11:15,21:00,39.44,58.89,60.38,85.98,68.66,92.5,350.66,913.08,243.38,66,"woocommerce,yoast",1,0,0,1,0,0,7.4,oui,oui,medium,49.892
33040,175559,52.4,10:45,22:45,40.83,56.93,57.34,71.91,64.96,86.56,430.76,648.26,173.55,55,,0,0,0,0,0,0,8.3,non,oui,performance,47.7931
91190,280513,84.05,10:15,17:00,70.82,100.0,66.63,83.27,40.3,46.06,550.06,1019.61,182.52,3,"woocommerce,wpml",1,0,1,0,0,0,8.2,non,non,medium,64.6601
11789,48847,24.0,11:15,18:45,33.05,60.75,51.15,65.97,61.07,80.33,247.93,200.36,112.47,53,wpml,0,0,1,0,0,0,7.4,oui,non,medium,41.8095
124361,518987,53.28,10:15,16:15,49.7,79.2,71.16,91.21,54.71,71.26,524.59,1898.52,368.3,78,"elementor,wpml",0,1,1,0,0,0,8.1,oui,oui,performance,72.1817
40536,104155,9.43,08:45,23:30,45.69,70.67,58.65,73.05,49.2,63.63,341.49,376.79,163.65,41,"elementor,yoast",0,1,0,1,0,0,8.2,non,non,small,44.9292
77133,310463,53.6,06:30,17:45,50.29,81.35,60.88,72.92,50.43,70.84,480.39,1143.93,207.22,39,"woocommerce,yoast",1,0,0,1,0,0,8.0,oui,non,medium,58.0498
85857,213477,84.46,08:45,16:15,96.0,100.0,97.0,100.0,62.66,82.44,1169.19,816.41,307.72,74,"woocommerce,wpml,yoast,gravityforms",1,0,1,1,0,1,7.4,non,non,performance,84.9299
71302,141718,3.14,09:15,20:30,52.63,72.86,72.12,95.0,53.45,63.91,465.41,536.66,261.02,66,"elementor,yoast,gravityforms",0,1,0,1,0,1,8.2,oui,non,performance,56.5973
67227,364913,19.62,06:45,18:30,34.12,64.71,56.23,81.1,23.61,34.47,339.28,1339.63,278.66,68,"wpml,gravityforms",0,0,1,0,0,1,8.2,oui,oui,medium,49.6059
40083,231226,5.98,07:00,18:00,48.44,61.66,47.51,71.69,36.43,53.4,386.56,834.67,122.12,1,"elementor,yoast",0,1,0,1,0,0,7.4,non,non,performance,46.1261
115891,632079,40.08,06:30,21:00,77.48,100.0,77.81,100.0,35.93,52.71,734.17,2269.72,285.55,23,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,non,non,medium,73.2593
77410,346463,2.85,10:00,15:45,74.02,100.0,75.22,91.6,37.47,43.88,581.54,1227.78,238.69,19,"yoast,gravityforms",0,0,0,1,0,1,7.4,non,non,performance,62.3279
32405,51704,15.05,12:00,21:45,29.04,52.24,43.49,61.48,68.56,77.2,208.96,218.59,112.7,39,"woocommerce,elementor",1,1,0,0,0,0,8.0,oui,oui,small,36.0385
39398,158114,10.47,12:00,16:00,27.61,57.17,41.53,57.05,72.41,85.88,264.47,593.16,157.13,40,"elementor,gravityforms",0,1,0,0,0,1,8.3,oui,non,medium,37.2744
65822,410989,62.31,12:00,15:00,57.04,67.92,63.52,74.01,23.1,38.32,478.07,1456.26,175.74,30,"elementor,yoast,revslider",0,1,0,1,1,0,8.3,non,non,small,54.7798
126544,759588,10.31,07:15,19:30,60.1,86.9,70.49,84.49,46.05,55.84,397.99,2740.62,331.33,36,"elementor,yoast",0,1,0,1,0,0,8.2,oui,non,small,57.6077
144208,789624,32.38,08:00,17:00,50.47,62.59,69.62,83.43,41.48,63.79,370.0,2807.22,391.18,66,wpml,0,0,1,0,0,0,8.1,oui,oui,medium,62.5453
58360,284805,41.06,06:00,15:30,49.63,69.56,49.64,73.81,29.11,49.72,525.59,1031.08,154.6,7,"woocommerce,elementor",1,1,0,0,0,0,7.4,non,non,small,43.4708
59300,230023,69.32,06:15,16:00,61.19,87.13,66.54,91.54,30.27,37.84,547.89,812.19,160.23,25,"woocommerce,elementor,wpml,yoast",1,1,1,1,0,0,8.2,non,oui,medium,61.9492
19409,68433,53.97,08:45,19:15,38.36,51.5,59.18,81.86,53.49,75.08,252.08,255.9,154.64,60,yoast,0,0,0,1,0,0,8.1,oui,oui,small,44.6562
81875,354832,25.54,12:30,18:45,37.12,48.5,48.69,59.87,68.67,74.94,294.89,1273.88,234.2,33,"woocommerce,wpml",1,0,1,0,0,0,8.2,oui,oui,small,45.8129
36033,133631,60.09,06:45,15:00,53.64,75.11,60.48,69.15,39.07,50.39,505.43,509.09,162.45,31,elementor,0,1,0,0,0,0,8.2,non,non,performance,53.709
122942,416470,25.68,06:15,18:15,51.63,75.4,71.89,80.87,78.66,93.64,404.14,1495.96,327.75,64,"revslider,gravityforms",0,0,0,0,1,1,8.2,oui,oui,small,58.0858
80211,350543,82.76,12:45,18:45,77.58,86.81,91.0,100.0,64.08,80.96,740.54,1242.23,253.76,64,"yoast,revslider",0,0,0,1,1,0,7.4,non,non,small,72.0348
33319,201937,76.94,06:00,17:30,29.38,51.48,45.4,54.79,49.27,67.78,251.75,747.09,132.72,48,"woocommerce,elementor",1,1,0,0,0,0,8.3,oui,oui,medium,43.2591
137448,324191,27.29,10:30,23:30,67.8,89.44,86.34,100.0,70.23,77.58,585.29,1165.6,389.12,73,wpml,0,0,1,0,0,0,8.1,oui,non,performance,75.012
122324,234687,56.53,06:15,22:30,54.31,69.02,58.38,69.41,46.54,62.19,516.83,846.55,272.51,22,"wpml,yoast",0,0,1,1,0,0,8.1,non,oui,small,57.3431
45119,91796,35.01,12:15,22:30,51.21,63.13,58.74,77.28,36.01,59.24,242.54,342.33,157.09,22,"elementor,yoast",0,1,0,1,0,0,8.1,oui,non,medium,43.57
18062,88606,48.8,10:00,17:45,35.69,62.03,42.62,55.88,55.62,62.14,263.36,344.78,72.76,17,"woocommerce,elementor",1,1,0,0,0,0,7.4,oui,oui,medium,40.143
39694,230670,39.45,12:30,17:15,28.16,56.62,29.88,38.95,51.68,64.78,342.11,769.63,83.56,4,woocommerce,1,0,0,0,0,0,8.1,non,oui,medium,38.503
56535,297571,61.39,06:15,20:00,65.16,75.6,61.27,81.46,42.75,47.85,660.61,1042.61,112.19,4,"elementor,yoast",0,1,0,1,0,0,8.0,non,non,performance,59.7322
61014,203847,59.31,10:15,23:45,46.08,63.43,47.27,62.25,37.11,43.06,381.19,753.57,145.98,6,elementor,0,1,0,0,0,0,8.2,non,oui,medium,46.4458
123356,517566,7.26,11:15,19:30,51.91,74.69,56.02,71.57,69.81,87.37,393.62,1874.59,242.13,18,,0,0,0,0,0,0,8.2,oui,non,performance,54.8718
145165,209886,47.44,10:15,18:45,96.0,100.0,97.0,100.0,73.39,85.51,888.84,744.66,355.7,33,,0,0,0,0,0,0,7.4,non,non,performance,85.6002
112105,410615,17.83,12:30,18:15,59.08,70.52,59.12,69.84,70.75,93.51,419.43,1470.28,246.31,7,"woocommerce,gravityforms",1,0,0,0,0,1,7.4,non,oui,small,57.8337
126791,653163,34.1,12:30,20:15,40.8,53.59,45.6,58.22,18.84,38.6,455.86,2359.58,307.75,21,"woocommerce,gravityforms",1,0,0,0,0,1,8.3,oui,non,medium,52.7856
18813,101546,79.96,12:00,15:00,40.1,70.01,53.59,70.5,73.45,80.53,330.85,361.48,112.63,43,"elementor,yoast",0,1,0,1,0,0,8.2,non,oui,small,43.8764
22492,99919,28.18,06:15,17:30,33.23,50.63,54.43,64.95,92.75,99.27,267.92,383.04,164.54,63,"yoast,revslider,gravityforms",0,0,0,1,1,1,8.1,oui,oui,medium,44.001
136225,764210,63.49,10:45,16:15,54.01,68.07,61.44,73.13,41.62,63.73,329.92,2734.5,321.18,26,,0,0,0,0,0,0,8.3,oui,oui,medium,61.5737
92082,278996,51.53,12:00,23:45,62.46,82.82,70.2,98.07,53.4,76.47,454.75,1002.87,253.67,33,"woocommerce,yoast",1,0,0,1,0,0,8.2,non,oui,medium,65.9148
35396,58950,21.44,10:15,17:15,42.13,57.07,54.81,81.64,72.17,94.42,242.17,227.45,147.38,36,"elementor,wpml",0,1,1,0,0,0,8.0,oui,non,small,42.9164
118790,467482,1.17,08:00,15:45,42.59,55.11,51.99,79.95,42.66,50.22,396.93,1696.28,297.47,32,yoast,0,0,0,1,0,0,8.1,oui,oui,performance,53.0251
26286,169840,28.98,08:30,19:15,41.74,71.64,55.4,68.5,59.85,69.6,290.55,630.74,127.77,43,woocommerce,1,0,0,0,0,0,8.3,non,oui,performance,47.799
115213,682027,22.93,08:45,22:30,83.92,96.77,97.0,100.0,43.0,62.16,674.52,2463.86,352.29,60,"woocommerce,elementor,wpml,yoast",1,1,1,1,0,0,8.2,non,oui,medium,76.2726
132473,774169,24.34,10:45,20:45,57.69,79.68,78.6,92.34,71.75,79.09,616.09,2774.89,416.54,79,"woocommerce,yoast",1,0,0,1,0,0,8.0,oui,non,medium,69.2436
73352,323563,83.89,10:15,22:15,33.08,52.16,52.81,61.65,33.18,54.95,425.64,1141.48,269.11,62,"woocommerce,elementor,gravityforms",1,1,0,0,0,1,8.3,oui,oui,small,50.7697
98473,616074,25.98,06:30,23:00,46.84,56.77,62.99,82.97,51.24,56.53,398.4,2237.92,262.32,56,yoast,0,0,0,1,0,0,8.0,oui,oui,performance,60.9516
109788,457205,4.34,08:00,23:45,43.26,62.45,61.69,71.63,52.51,67.24,393.54,1648.65,354.93,61,woocommerce,1,0,0,0,0,0,8.0,oui,non,small,54.346
132059,463549,42.52,07:00,18:00,44.39,72.43,60.41,69.84,62.42,84.71,319.65,1648.28,368.12,51,wpml,0,0,1,0,0,0,8.2,oui,oui,small,62.0029
87559,410717,62.92,11:15,21:45,60.3,68.55,69.69,86.15,73.96,80.91,438.58,1487.82,237.39,36,"woocommerce,elementor",1,1,0,0,0,0,8.2,non,oui,small,59.2685
44059,182222,66.58,09:15,15:00,43.48,66.49,63.25,74.25,42.11,60.74,349.38,680.83,210.02,61,elementor,0,1,0,0,0,0,8.3,oui,non,small,47.1844
30256,148241,43.16,07:00,20:15,26.23,41.9,29.26,39.8,61.17,65.89,269.8,557.8,19.97,6,woocommerce,1,0,0,0,0,0,8.3,oui,non,performance,33.5476
53363,170846,75.43,10:00,20:45,35.93,62.18,40.06,64.87,34.64,47.7,342.92,618.0,166.25,12,"elementor,yoast",0,1,0,1,0,0,8.2,oui,non,small,43.2163
8455,53764,14.56,08:00,19:00,30.93,40.69,41.87,55.09,30.45,40.04,211.83,205.7,52.31,26,"elementor,yoast",0,1,0,1,0,0,8.2,oui,oui,medium,30.7644
104815,649301,11.84,07:45,23:00,49.7,61.35,63.67,90.02,48.68,52.88,494.3,2327.34,287.06,51,"woocommerce,elementor,revslider,gravityforms",1,1,0,0,1,1,8.3,non,oui,small,55.4734
55456,302557,9.11,10:30,20:00,51.46,82.66,68.59,84.99,56.83,78.37,404.98,1097.41,204.47,58,"yoast,revslider",0,0,0,1,1,0,8.0,oui,non,performance,57.493
106749,147613,1.89,10:45,23:15,45.33,65.66,54.98,76.01,52.09,70.27,301.26,531.46,268.81,31,yoast,0,0,0,1,0,0,8.2,oui,non,medium,51.8935
9337,24237,64.62,09:45,23:45,33.61,41.89,39.95,48.67,73.93,93.53,273.98,96.47,58.49,16,"woocommerce,elementor,yoast",1,1,0,1,0,0,8.1,oui,non,small,33.8574
48314,297477,43.94,11:45,19:30,44.16,54.01,66.84,84.61,51.0,62.38,390.16,1059.9,224.72,73,gravityforms,0,0,0,0,0,1,7.4,oui,non,small,50.2809
59282,326052,72.33,09:00,20:00,42.86,58.27,67.59,94.0,59.5,69.49,412.39,1152.14,287.09,79,"elementor,yoast",0,1,0,1,0,0,8.2,oui,oui,medium,57.8575
13177,33481,47.76,12:15,15:15,42.58,54.61,47.55,56.58,63.57,67.91,258.52,130.21,84.8,12,"woocommerce,elementor",1,1,0,0,0,0,8.3,non,oui,medium,38.7849
124341,526285,2.39,12:00,23:30,35.94,55.47,56.03,80.62,60.14,78.94,294.65,1870.3,345.77,65,,0,0,0,0,0,0,8.2,oui,non,small,51.732
89653,120366,22.03,06:30,15:00,29.16,47.91,32.4,56.9,25.78,32.98,244.74,398.46,225.03,6,woocommerce,1,0,0,0,0,0,8.0,oui,oui,small,39.4623
