visitors_per_day,pageviews_per_day,traffic_growth_rate,peak_hours_start,peak_hours_end,cpu_usage_avg,cpu_usage_peak,ram_usage_avg,ram_usage_max,disk_usage_avg,disk_usage_max,response_time,disk_read_iops,disk_write_iops,plugin_count,heavy_plugins,heavy_plugin_woocommerce,heavy_plugin_elementor,heavy_plugin_wpml,heavy_plugin_jetpack,heavy_plugin_buddypress,heavy_plugin_yoast,heavy_plugin_wordfence,php_version,cache_enabled,cdn_enabled,wp_type,recommended_capacity_score
86230,310859,48.41,08:45,22:00,50.3,71.72,59.22,79.89,27.87,32.68,2267.53,1085.26,1274.26,40,"woocommerce,elementor,wpml,yoast,wordfence",1,1,1,0,0,1,1,8.2,oui,non,performance,71.9481
1464,5115,42.74,10:30,15:45,14.5,27.89,27.01,100.0,38.2,49.21,303.54,22.1,202.94,66,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.1,non,oui,medium,96.4989
136921,355660,69.36,07:45,19:00,62.68,73.88,86.37,99.93,45.14,51.55,3380.59,1166.11,1915.05,19,"elementor,jetpack",0,1,0,1,0,0,0,8.2,non,non,performance,100.0
85498,324171,51.1,10:30,18:30,33.49,49.07,45.46,70.67,22.09,28.26,1954.25,1103.77,1187.53,5,yoast,0,0,0,0,0,1,0,8.3,oui,non,small,31.1356
36349,182939,32.55,06:30,18:30,17.74,46.41,33.43,62.01,33.09,33.49,764.23,745.18,513.71,5,woocommerce,1,0,0,0,0,0,0,8.2,non,oui,small,56.3557
95059,456478,42.58,08:30,19:45,55.12,79.92,79.37,100.0,43.1,44.9,2400.78,1500.57,1448.19,68,"woocommerce,elementor,jetpack,wordfence",1,1,0,1,0,0,1,8.1,oui,non,small,80.6866
101688,623210,62.97,08:30,17:45,53.54,64.35,59.33,67.38,35.87,50.7,2435.38,1873.08,1335.74,8,,0,0,0,0,0,0,0,8.0,non,non,medium,100.0
137294,699777,8.34,10:00,16:30,55.12,84.61,84.07,95.15,41.8,44.93,3329.1,2087.95,2004.47,62,jetpack,0,0,0,1,0,0,0,7.4,oui,non,medium,100.0
5159,26822,43.18,08:45,20:30,18.5,46.62,24.79,37.55,9.49,15.15,238.52,189.6,96.49,13,"woocommerce,elementor",1,1,0,0,0,0,0,8.0,non,non,small,100.0
62087,169765,38.6,09:45,18:45,33.16,43.27,42.74,53.18,38.65,41.3,1494.85,667.86,916.48,25,"woocommerce,elementor,wpml,jetpack,yoast",1,1,1,1,0,1,0,7.4,oui,non,medium,50.8402
27064,36963,19.59,11:45,18:15,18.44,38.8,56.56,75.45,53.15,66.95,677.3,266.25,511.37,68,"woocommerce,elementor,yoast",1,1,0,0,0,1,0,8.3,non,oui,small,59.9579
86191,337826,13.57,08:00,21:15,61.79,100.0,79.21,100.0,67.1,76.67,1946.47,1162.96,1300.71,54,"elementor,yoast",0,1,0,0,0,1,0,8.3,non,oui,small,61.7082
75266,400993,38.31,06:00,18:15,49.01,60.14,46.18,66.32,5.0,18.24,1911.07,1355.2,1043.63,4,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,oui,non,performance,83.9032
71276,236018,4.94,07:30,17:45,51.4,64.94,46.92,60.57,44.2,44.57,1689.51,861.53,990.89,9,"elementor,jetpack",0,1,0,1,0,0,0,8.2,oui,oui,small,20.6342
147305,812542,6.2,10:15,18:15,74.76,89.31,70.77,80.0,45.33,45.76,3745.9,2282.72,1994.53,3,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.2,oui,non,medium,57.6707
79772,358008,24.02,06:00,15:30,46.17,63.73,73.62,81.91,56.08,86.36,1883.49,1178.19,1192.36,48,"woocommerce,jetpack",1,0,0,1,0,0,0,7.4,oui,oui,medium,48.6054
61681,182552,18.62,10:30,23:00,45.72,64.48,43.61,53.38,41.07,54.69,1529.0,686.52,900.0,19,"elementor,wordfence",0,1,0,0,0,0,1,8.0,oui,non,small,31.3806
10142,30574,25.59,06:00,21:00,17.96,40.2,39.28,66.65,63.87,74.17,394.21,156.12,256.41,44,"buddypress,yoast",0,0,0,0,1,1,0,8.3,non,non,performance,100.0
43477,209495,56.56,11:30,15:45,29.86,48.3,54.14,100.0,60.93,63.91,1065.46,764.27,699.01,47,"woocommerce,elementor,jetpack,yoast",1,1,0,1,0,1,0,8.1,oui,non,medium,68.1778
134598,572549,2.29,12:00,20:30,65.25,100.0,72.59,100.0,33.97,56.5,3306.78,1758.05,1869.9,15,wpml,0,0,1,0,0,0,0,8.1,oui,oui,performance,42.8803
67778,105400,64.81,06:45,19:30,43.26,80.85,46.84,98.89,27.65,27.81,1545.09,442.35,934.07,13,"elementor,buddypress,yoast",0,1,0,0,1,1,0,8.3,non,non,small,90.802
136567,563693,29.1,07:15,22:30,85.26,100.0,72.39,83.44,33.85,42.06,3357.4,1731.11,1833.76,2,wpml,0,0,1,0,0,0,0,7.4,oui,oui,medium,49.0234
79918,114334,82.96,09:30,21:30,41.26,51.6,61.22,92.3,61.83,76.73,2028.04,432.23,1304.1,79,,0,0,0,0,0,0,0,8.2,oui,oui,small,32.0628
82232,337112,55.6,06:30,21:15,39.48,93.86,46.48,56.66,34.31,47.01,1847.37,1153.05,1161.58,19,,0,0,0,0,0,0,0,8.2,non,oui,small,66.2271
64510,394560,53.32,10:45,18:30,38.26,53.17,56.63,83.22,35.13,37.62,1591.77,1324.37,960.33,24,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,oui,oui,medium,53.115
83506,140834,7.56,09:30,18:30,41.8,69.91,79.89,100.0,96.0,100.0,1869.03,609.48,1327.36,78,"elementor,wpml",0,1,1,0,0,0,0,8.0,non,non,medium,100.0
10049,37830,70.53,08:15,21:00,5.0,15.72,38.73,51.19,80.15,85.08,410.98,213.55,331.85,67,elementor,0,1,0,0,0,0,0,8.0,non,non,small,100.0
8680,46057,37.2,08:30,17:45,27.4,39.75,40.0,74.23,69.95,77.94,427.53,246.71,258.6,52,"woocommerce,jetpack,buddypress",1,0,0,1,1,0,0,8.3,oui,oui,medium,47.8393
71392,247926,79.32,07:15,22:00,44.46,77.15,50.13,79.55,50.37,66.86,1759.18,902.96,1032.25,23,jetpack,0,0,0,1,0,0,0,8.2,oui,oui,medium,47.1818
89713,278746,6.5,07:30,22:45,22.48,55.44,59.7,68.06,19.19,20.38,2104.89,922.76,1202.72,4,woocommerce,1,0,0,0,0,0,0,8.1,non,non,performance,100.0
82653,352157,43.77,10:15,23:30,47.5,62.34,63.91,82.24,41.67,43.68,1917.31,1197.41,1172.52,24,"woocommerce,yoast,wordfence",1,0,0,0,0,1,1,7.4,non,non,small,100.0
64401,368877,37.72,10:15,16:30,36.43,56.1,61.83,88.8,68.11,72.75,1615.5,1254.24,1062.52,63,"woocommerce,wordfence",1,0,0,0,0,0,1,8.2,oui,oui,small,50.9432
44139,255721,33.9,06:45,20:00,38.18,49.0,77.11,99.83,73.18,79.95,1147.73,930.67,814.93,78,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.1,non,non,performance,100.0
106371,280198,14.28,09:45,19:15,59.23,84.55,79.81,94.55,44.57,70.65,2605.19,983.18,1534.26,50,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.2,oui,oui,medium,62.6669
90727,573898,73.66,10:00,17:30,56.85,81.48,57.02,72.25,43.82,45.47,2241.53,1771.56,1215.56,13,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.3,oui,non,medium,72.1552
7116,14672,36.32,12:30,19:30,18.88,46.88,47.9,56.98,52.48,54.58,319.29,74.35,308.54,70,,0,0,0,0,0,0,0,8.1,non,non,small,100.0
67885,157748,57.89,11:30,18:00,43.87,68.23,50.0,66.05,46.22,83.36,1674.11,627.07,945.21,26,"woocommerce,wpml,jetpack,buddypress",1,0,1,1,1,0,0,8.2,oui,non,performance,71.7057
106648,523739,74.78,08:00,22:15,63.84,89.7,47.72,58.51,32.31,34.2,2598.29,1631.33,1446.88,15,"jetpack,wordfence",0,0,0,1,0,0,1,8.2,oui,oui,medium,42.9076
117637,681674,49.46,10:30,20:45,61.64,76.22,85.38,100.0,35.74,46.43,2749.62,2093.82,1716.58,45,elementor,0,1,0,0,0,0,0,8.1,non,oui,performance,100.0
43070,94016,53.48,12:00,20:00,22.55,36.57,47.82,56.15,72.2,74.46,964.49,381.18,709.58,44,jetpack,0,0,0,1,0,0,0,8.0,oui,non,small,59.4509
138750,405630,74.82,08:30,21:45,72.54,100.0,80.92,97.22,35.03,38.36,3381.74,1325.43,1951.49,38,"elementor,wpml",0,1,1,0,0,0,0,8.2,oui,non,performance,88.1687
97773,157387,80.67,07:30,20:45,74.06,91.44,85.85,100.0,47.81,52.74,2159.21,607.42,1487.04,64,,0,0,0,0,0,0,0,8.2,oui,non,small,65.2487
65679,238951,53.82,06:15,17:15,43.78,71.66,58.84,95.64,31.49,40.39,1647.51,867.94,1002.51,47,"elementor,wpml",0,1,1,0,0,0,0,8.2,non,non,small,100.0
94088,370593,21.06,11:30,20:30,50.15,65.42,51.74,86.38,17.76,26.09,2026.36,1274.61,1280.25,4,wpml,0,0,1,0,0,0,0,8.0,oui,oui,performance,36.7556
130736,566057,13.88,09:30,15:45,61.59,73.68,68.44,93.62,33.87,42.07,3193.14,1792.27,1781.61,7,buddypress,0,0,0,0,1,0,0,8.0,oui,non,medium,59.8534
34065,74694,30.67,12:15,21:00,21.94,36.33,63.61,84.09,52.28,86.87,830.24,349.14,626.9,68,woocommerce,1,0,0,0,0,0,0,8.3,non,non,performance,99.414
22597,60256,51.06,07:15,22:15,18.01,30.03,44.19,57.16,58.91,91.04,552.15,342.3,481.67,57,"elementor,wordfence",0,1,0,0,0,0,1,8.0,non,oui,small,90.8479
66096,343834,6.6,06:00,17:45,36.33,49.15,60.84,73.34,43.41,82.56,1615.29,1147.82,1007.75,39,wpml,0,0,1,0,0,0,0,8.0,oui,oui,small,56.6072
12634,22513,1.34,09:45,22:45,12.84,25.43,48.23,59.16,77.7,83.91,414.69,155.66,345.42,71,,0,0,0,0,0,0,0,8.1,oui,oui,medium,26.8297
125354,153155,35.84,11:00,18:00,71.74,100.0,77.35,94.5,64.27,65.5,3103.11,611.31,1722.25,33,"wpml,jetpack,wordfence",0,0,1,1,0,0,1,8.2,oui,oui,small,36.7549
145568,475168,79.38,11:45,22:30,62.29,72.45,86.08,99.89,49.82,86.52,3351.92,1473.29,2042.48,30,"jetpack,wordfence",0,0,0,1,0,0,1,7.4,oui,oui,small,67.9874
90859,387985,35.43,09:15,22:15,40.03,58.01,72.04,100.0,33.41,33.61,2072.82,1273.05,1244.47,15,elementor,0,1,0,0,0,0,0,8.2,oui,oui,small,49.0651
146979,870826,84.29,06:00,15:15,69.95,100.0,76.98,100.0,40.98,93.58,3573.03,2443.2,2025.65,20,buddypress,0,0,0,0,1,0,0,8.2,non,oui,performance,100.0
10357,14587,47.72,11:00,17:45,39.69,55.01,22.18,31.82,16.78,30.08,403.81,126.35,220.09,15,"jetpack,buddypress",0,0,0,1,1,0,0,8.2,non,oui,performance,69.2555
94900,281969,11.28,09:00,15:45,53.56,70.67,81.88,100.0,49.36,52.36,2141.02,1023.84,1412.22,60,woocommerce,1,0,0,0,0,0,0,8.2,oui,oui,performance,46.4482
66464,381481,50.02,12:30,22:45,36.23,48.79,75.94,91.98,49.34,54.04,1569.05,1310.19,1031.18,62,"elementor,wpml",0,1,1,0,0,0,0,8.1,non,oui,performance,100.0
41641,207311,12.72,12:45,20:30,30.13,87.41,47.44,69.91,59.67,73.2,948.88,779.63,623.44,34,"jetpack,yoast",0,0,0,1,0,1,0,8.2,oui,non,small,45.449
46800,213184,44.39,11:00,21:15,9.73,53.41,35.2,87.38,29.78,50.83,1165.44,797.31,699.53,20,woocommerce,1,0,0,0,0,0,0,7.4,oui,non,small,53.829
81800,102431,14.77,08:45,16:00,48.02,70.61,52.43,74.85,46.02,80.07,1983.26,442.77,1123.9,13,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.2,oui,oui,medium,40.7863
96265,352644,81.03,08:30,16:15,36.42,62.22,72.05,100.0,50.68,74.69,2217.41,1222.53,1435.18,56,,0,0,0,0,0,0,0,8.1,oui,non,small,85.1304
24643,157324,28.73,12:45,20:45,27.24,78.88,27.67,52.04,37.23,41.59,556.11,623.78,361.16,12,,0,0,0,0,0,0,0,8.3,oui,non,performance,58.738
92204,438187,83.61,12:45,20:30,52.29,81.16,68.95,77.06,43.53,65.87,2096.82,1426.43,1321.86,35,"elementor,wpml",0,1,1,0,0,0,0,8.2,oui,non,performance,69.9318
138985,767386,66.69,09:45,18:15,65.29,81.57,90.88,100.0,66.5,80.14,3453.91,2169.46,2000.54,49,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,oui,non,performance,91.0163
1609,6310,70.56,07:00,22:15,18.47,30.59,37.8,53.66,45.51,58.13,99.95,28.31,74.27,23,"woocommerce,wordfence",1,0,0,0,0,0,1,8.1,oui,non,medium,47.0499
131760,410567,72.44,10:45,23:45,73.74,92.78,88.47,100.0,37.1,37.53,3220.98,1358.75,1872.62,36,"elementor,wpml,yoast",0,1,1,0,0,1,0,8.1,non,oui,medium,100.0
91174,264462,49.54,06:45,20:15,49.16,61.62,79.53,94.85,40.47,41.41,1949.64,959.06,1464.65,78,wpml,0,0,1,0,0,0,0,8.2,oui,non,performance,90.5488
51366,278529,40.65,10:30,18:15,19.72,41.97,46.08,60.6,49.67,62.11,1216.3,987.07,740.31,11,"elementor,buddypress",0,1,0,0,1,0,0,8.0,oui,oui,medium,46.2913
110241,401821,17.76,07:30,23:00,56.31,67.98,87.75,99.28,61.37,62.79,2593.58,1341.25,1658.88,80,elementor,0,1,0,0,0,0,0,8.2,oui,oui,medium,66.7958
92687,269575,33.56,09:30,23:30,57.58,71.23,57.04,86.52,44.56,97.74,2250.02,974.36,1298.18,26,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.1,oui,oui,small,33.2886
115321,539130,83.78,06:45,18:00,52.6,75.24,60.97,71.23,40.56,46.29,2793.95,1699.91,1561.9,6,elementor,0,1,0,0,0,0,0,8.2,oui,non,medium,75.5403
12239,79452,62.17,11:45,19:00,11.72,37.46,53.13,74.34,37.34,46.03,303.34,364.5,306.81,55,"woocommerce,wordfence",1,0,0,0,0,0,1,8.1,oui,non,small,70.9287
8893,30955,66.05,12:30,22:30,15.14,36.84,54.4,88.13,46.84,52.62,401.28,179.24,331.62,76,"elementor,yoast,wordfence",0,1,0,0,0,1,1,8.2,non,non,medium,100.0
96320,199328,25.42,09:00,18:30,41.14,61.08,84.65,100.0,57.03,72.99,2223.15,744.4,1493.32,78,"elementor,wordfence",0,1,0,0,0,0,1,8.1,oui,oui,small,45.3329
45583,209805,28.66,09:00,18:00,25.27,48.5,38.81,82.64,11.17,16.16,1193.08,809.34,696.1,28,"woocommerce,elementor,jetpack",1,1,0,1,0,0,0,8.0,oui,oui,small,40.2793
35778,118903,65.81,12:45,16:45,24.31,46.87,41.32,73.3,44.64,47.69,917.53,564.9,585.81,30,"elementor,jetpack,yoast",0,1,0,1,0,1,0,7.4,oui,oui,small,37.7656
63220,273456,24.17,08:15,15:00,42.8,63.88,59.58,73.72,46.09,47.18,1422.64,1030.98,1026.42,63,,0,0,0,0,0,0,0,8.0,oui,non,small,62.8839
108796,705467,65.92,08:45,15:00,54.05,65.18,66.05,86.21,47.5,54.3,2590.39,2095.9,1577.2,57,"wpml,jetpack",0,0,1,1,0,0,0,8.2,non,non,small,100.0
27006,97966,19.69,07:00,15:30,22.59,49.73,52.9,81.19,56.35,59.93,691.38,404.37,457.92,49,"woocommerce,wpml,jetpack",1,0,1,1,0,0,0,8.0,oui,oui,medium,40.9243
145981,409465,66.57,09:15,21:30,70.53,84.91,87.71,100.0,61.47,65.45,3735.6,1348.89,2086.81,51,"elementor,jetpack,buddypress,yoast,wordfence",0,1,0,1,1,1,1,8.1,oui,oui,small,57.0889
63139,403956,78.92,08:00,16:00,36.43,58.38,45.99,100.0,34.8,46.89,1541.66,1386.71,902.53,9,"woocommerce,elementor,wpml,jetpack,yoast",1,1,1,1,0,1,0,8.1,oui,oui,medium,47.8443
22629,107187,2.27,12:00,17:45,21.29,33.51,46.39,63.57,55.46,67.64,332.47,441.61,461.88,53,jetpack,0,0,0,1,0,0,0,8.1,oui,oui,performance,62.3962
10715,30208,73.02,11:00,19:30,5.0,33.39,48.95,63.86,56.49,65.5,269.51,177.77,277.33,48,,0,0,0,0,0,0,0,8.3,oui,non,medium,51.2298
128597,370437,79.57,11:30,19:30,74.42,100.0,71.76,100.0,59.95,63.24,3166.24,1211.83,1782.21,19,"woocommerce,elementor,jetpack,yoast",1,1,0,1,0,1,0,8.2,non,non,performance,100.0
17027,75010,11.13,11:15,18:00,16.46,56.44,31.49,68.01,41.03,58.17,327.37,384.64,252.59,18,buddypress,0,0,0,0,1,0,0,8.1,non,oui,performance,78.7345
62873,196459,14.06,06:30,23:45,32.42,70.4,66.73,88.8,66.79,100.0,1424.88,801.89,1028.9,75,wpml,0,0,1,0,0,0,0,7.4,oui,oui,medium,64.4292
100321,531350,8.19,12:00,18:15,32.67,43.77,44.42,65.73,51.45,58.18,2251.01,1658.84,1341.42,4,,0,0,0,0,0,0,0,8.2,oui,non,medium,53.6387
76989,171155,8.92,06:45,15:00,40.16,53.01,48.89,71.4,26.66,28.16,1920.66,677.48,1048.68,7,"woocommerce,elementor",1,1,0,0,0,0,0,8.3,non,oui,small,48.5318
39423,87158,34.87,07:45,17:30,36.87,61.18,51.17,84.46,59.5,64.38,999.84,376.43,584.79,30,"elementor,jetpack,yoast,wordfence",0,1,0,1,0,1,1,8.1,oui,oui,performance,62.8478
16233,39500,61.54,08:45,18:30,5.0,23.57,44.82,73.72,51.7,61.39,521.75,184.39,332.17,37,"wpml,yoast,wordfence",0,0,1,0,0,1,1,8.0,oui,oui,medium,42.3459
106726,622370,50.43,07:00,22:45,59.82,75.94,73.0,92.65,72.17,75.33,2577.77,1838.68,1561.77,47,wpml,0,0,1,0,0,0,0,8.3,oui,oui,small,64.1583
73569,123869,3.79,11:15,23:30,52.39,86.53,74.57,91.86,69.87,73.01,1740.7,509.4,1164.84,72,wordfence,0,0,0,0,0,0,1,8.2,oui,oui,performance,39.2363
7263,31853,68.56,12:30,20:30,7.86,18.51,26.22,44.06,32.78,57.1,545.53,193.65,169.69,9,"woocommerce,elementor,wpml,jetpack,buddypress,wordfence",1,1,1,1,1,0,1,8.2,non,oui,medium,89.0223
27220,157263,49.7,10:30,21:30,30.05,44.6,61.0,74.83,55.59,61.18,867.33,617.56,539.3,71,"woocommerce,elementor,jetpack,buddypress",1,1,0,1,1,0,0,8.0,non,non,medium,100.0
84427,180482,38.31,08:45,17:45,64.13,78.96,51.9,80.56,33.45,36.05,2043.75,679.63,1230.21,39,wordfence,0,0,0,0,0,0,1,8.2,non,oui,small,64.379
25299,153575,51.13,09:00,21:15,17.03,30.86,53.23,74.4,26.14,26.89,592.32,634.49,504.63,72,"woocommerce,jetpack",1,0,0,1,0,0,0,8.2,oui,non,medium,65.0452
58748,291937,23.76,08:45,21:45,47.75,73.91,63.09,78.11,69.23,74.57,1308.35,1023.87,944.3,53,"woocommerce,wordfence",1,0,0,0,0,0,1,8.0,oui,non,performance,57.8015
18722,45286,31.11,08:00,20:30,17.0,33.18,35.26,43.71,38.31,40.54,406.04,277.3,299.53,11,"woocommerce,buddypress",1,0,0,0,1,0,0,8.2,non,non,medium,75.4234
119556,764723,19.95,07:30,15:00,67.2,80.16,87.53,100.0,25.34,30.47,3026.09,2212.6,1670.02,22,"woocommerce,elementor,jetpack,yoast",1,1,0,1,0,1,0,8.0,non,oui,performance,100.0
94580,530725,69.63,10:30,16:30,40.72,74.26,59.2,71.8,50.03,52.28,2264.25,1688.03,1338.5,27,"woocommerce,wpml,jetpack",1,0,1,1,0,0,0,8.1,oui,non,medium,85.8279
117604,176582,34.85,11:15,15:15,56.83,69.82,85.21,94.16,82.63,100.0,2759.36,648.96,1706.27,52,jetpack,0,0,0,1,0,0,0,7.4,oui,oui,small,53.3396
7915,44118,17.21,07:30,18:30,16.21,36.77,27.69,56.12,33.03,42.27,123.68,227.68,134.73,10,"elementor,jetpack,yoast",0,1,0,1,0,1,0,8.2,oui,oui,small,26.3275
56365,239926,41.86,11:00,20:30,29.21,61.86,43.35,55.88,25.89,36.89,1334.06,842.24,785.07,2,jetpack,0,0,0,1,0,0,0,7.4,oui,non,medium,57.9406
40179,237677,6.32,12:30,16:15,21.22,47.2,51.19,76.79,47.12,53.62,942.55,907.3,604.54,26,"elementor,wordfence",0,1,0,0,0,0,1,8.2,non,oui,medium,73.5144
93426,404146,65.16,11:30,19:15,43.48,77.31,52.79,100.0,57.65,74.56,2158.09,1310.28,1349.44,26,"woocommerce,jetpack",1,0,0,1,0,0,0,7.4,non,oui,small,100.0
123234,667770,23.49,07:45,18:45,67.0,99.94,60.96,77.21,42.11,57.93,2943.7,1997.27,1698.03,20,,0,0,0,0,0,0,0,8.0,oui,oui,small,37.4815
34171,191813,38.6,06:15,19:45,28.23,40.11,24.68,48.42,47.39,67.37,965.44,748.83,521.02,9,"woocommerce,wpml",1,0,1,0,0,0,0,8.2,oui,non,performance,59.3868
115472,626013,5.19,06:30,20:15,56.43,78.64,85.16,96.19,68.29,71.01,2722.11,1872.22,1730.13,76,,0,0,0,0,0,0,0,8.0,oui,oui,small,31.7839
87082,131609,19.1,08:15,18:30,54.79,73.37,77.73,94.06,50.22,64.67,2005.91,539.12,1313.48,60,"jetpack,buddypress",0,0,0,1,1,0,0,8.3,oui,non,medium,51.5903
123618,584383,41.95,07:45,22:00,44.34,60.11,95.86,100.0,73.65,73.79,3015.42,1759.45,1849.5,71,"woocommerce,buddypress,wordfence",1,0,0,0,1,0,1,8.3,oui,oui,medium,42.3616
12235,72835,52.98,10:30,21:30,8.55,18.93,37.46,61.07,61.62,78.6,375.4,332.52,217.37,30,"woocommerce,jetpack,wordfence",1,0,0,1,0,0,1,8.1,oui,non,performance,58.6342
148639,915828,34.25,10:30,17:00,59.21,74.14,80.03,93.17,33.69,42.57,3535.8,2549.31,2068.61,30,elementor,0,1,0,0,0,0,0,8.0,oui,non,medium,100.0
65219,343413,45.17,10:15,17:45,40.76,95.78,46.48,61.92,43.76,47.1,1530.78,1185.22,858.81,9,elementor,0,1,0,0,0,0,0,8.2,non,oui,performance,91.7801
42048,119570,73.57,08:15,17:30,26.19,40.22,67.86,81.78,74.26,100.0,1090.17,510.56,739.97,78,"woocommerce,jetpack,wordfence",1,0,0,1,0,0,1,8.0,oui,oui,medium,71.8773
27450,157831,76.57,06:15,17:45,22.19,35.14,50.44,69.45,35.72,45.86,535.89,650.55,390.66,18,"jetpack,wordfence",0,0,0,1,0,0,1,8.3,oui,oui,performance,42.5694
147738,197304,66.6,06:30,18:45,78.12,96.79,75.73,91.5,39.77,53.57,3565.04,736.12,1994.39,3,jetpack,0,0,0,1,0,0,0,8.3,oui,non,small,51.0434
132513,700440,3.89,11:00,15:15,54.32,81.29,67.21,81.54,52.82,72.33,3177.49,2055.33,1819.52,14,elementor,0,1,0,0,0,0,0,8.1,non,oui,medium,100.0
19722,74413,25.19,06:15,21:00,17.76,34.41,35.01,100.0,29.91,59.92,489.84,363.39,381.71,28,jetpack,0,0,0,1,0,0,0,8.2,oui,non,medium,48.7928
66763,391492,13.2,12:15,20:30,39.0,80.96,47.47,61.31,42.37,42.99,1525.9,1305.68,932.49,27,woocommerce,1,0,0,0,0,0,0,8.3,oui,non,performance,54.0082
110044,424691,55.27,07:00,22:45,58.61,100.0,69.01,81.38,9.02,39.57,2702.19,1389.24,1550.29,31,"elementor,wpml,jetpack,wordfence",0,1,1,1,0,0,1,8.0,oui,non,medium,77.0636
88637,304979,60.07,10:15,20:00,44.56,57.58,50.13,59.31,39.65,57.86,2057.0,1015.57,1282.96,30,"elementor,jetpack",0,1,0,1,0,0,0,8.2,oui,oui,small,35.4979
28395,161181,58.39,10:30,23:15,14.58,32.48,47.08,55.27,52.28,59.87,664.34,672.64,542.84,45,woocommerce,1,0,0,0,0,0,0,8.0,oui,oui,small,65.7392
54089,159312,65.98,10:30,17:15,24.53,47.53,38.86,75.15,35.61,75.57,1165.79,618.67,754.91,11,,0,0,0,0,0,0,0,8.2,oui,non,small,41.8802
55252,209137,21.93,06:00,20:00,21.71,51.97,53.11,70.04,47.65,52.79,1336.93,755.22,875.32,46,"elementor,jetpack,wordfence",0,1,0,1,0,0,1,8.0,non,oui,medium,85.5631
43347,245841,10.3,12:30,23:00,19.35,33.22,64.62,76.53,32.03,40.58,1101.56,915.59,779.62,77,jetpack,0,0,0,1,0,0,0,8.1,non,non,medium,100.0
144108,182818,39.09,09:15,19:45,69.08,95.88,78.95,100.0,30.63,33.27,3484.28,744.74,1942.81,7,"elementor,wpml,jetpack",0,1,1,1,0,0,0,8.1,oui,non,medium,49.6107
30478,93101,24.7,08:30,21:00,17.84,34.44,37.68,47.78,43.76,51.64,694.45,416.39,504.49,28,"jetpack,wordfence",0,0,0,1,0,0,1,8.1,oui,non,medium,67.3403
106006,595091,75.94,09:45,17:00,52.25,64.38,58.44,94.53,41.87,53.85,2538.46,1823.66,1489.74,27,elementor,0,1,0,0,0,0,0,8.1,oui,oui,medium,34.7656
136786,801785,66.55,11:15,18:15,63.4,79.49,82.61,98.55,46.12,48.57,3287.99,2249.2,1874.14,26,jetpack,0,0,0,1,0,0,0,7.4,non,non,medium,100.0
119233,244243,55.65,10:00,15:45,67.12,78.04,60.69,82.59,28.38,37.22,2716.63,869.32,1663.59,15,,0,0,0,0,0,0,0,8.0,oui,oui,performance,43.5695
119930,426511,0.84,08:30,21:45,73.74,86.31,74.76,83.25,50.91,100.0,2890.01,1425.6,1638.66,13,,0,0,0,0,0,0,0,8.0,oui,non,medium,58.5568
23863,72119,73.16,09:30,21:15,7.75,24.77,58.2,100.0,57.91,65.92,641.06,349.92,538.35,76,"woocommerce,wpml",1,0,1,0,0,0,0,8.3,oui,oui,performance,59.0951
20032,127647,69.36,10:00,16:00,7.08,17.13,21.34,46.24,51.81,87.77,679.86,518.45,331.71,8,buddypress,0,0,0,0,1,0,0,8.2,non,non,medium,100.0
117449,492196,46.25,10:45,19:15,55.92,73.23,66.95,100.0,43.27,48.71,2770.26,1548.41,1553.73,3,,0,0,0,0,0,0,0,8.2,oui,oui,small,35.3951
112022,371536,77.35,11:15,22:00,55.47,73.56,89.65,100.0,54.07,84.28,2723.2,1255.86,1647.56,77,"elementor,jetpack",0,1,0,1,0,0,0,8.2,oui,oui,medium,74.7265
111297,648050,64.66,08:00,22:15,66.64,79.87,78.77,100.0,37.78,40.59,2725.52,1906.59,1532.51,1,wpml,0,0,1,0,0,0,0,8.1,oui,non,medium,60.9069
62809,311145,43.98,12:15,19:30,41.84,64.22,51.66,69.02,23.54,23.69,1493.06,1113.18,948.24,32,"elementor,jetpack,buddypress",0,1,0,1,1,0,0,8.0,non,oui,medium,94.0781
78540,390917,2.98,07:00,23:15,36.41,55.68,59.92,79.27,58.31,69.02,1843.2,1332.88,1112.39,21,"woocommerce,jetpack,buddypress,wordfence",1,0,0,1,1,0,1,8.0,oui,non,small,72.4033
2358,10476,23.53,09:00,21:15,17.52,33.92,50.1,61.59,55.7,56.51,113.72,88.65,250.13,78,"woocommerce,wpml",1,0,1,0,0,0,0,8.1,oui,oui,medium,34.085
43689,148982,46.03,12:30,18:00,23.81,37.28,31.78,62.13,33.76,38.55,970.68,609.74,683.26,21,"elementor,jetpack",0,1,0,1,0,0,0,8.2,oui,non,medium,24.788
79279,136555,15.21,07:00,16:45,25.49,35.8,46.57,73.48,46.64,49.45,1793.06,607.65,1075.46,5,"woocommerce,jetpack,wordfence",1,0,0,1,0,0,1,8.2,non,non,medium,82.972
